FID,SHAPE,BEZEICHNUNG,WL_NUMMER
HALTESTELLEWLOGD.1146,POINT (16.37345989819408 48.277080150175934),Schwarzlackenau,1196
HALTESTELLEWLOGD.1147,POINT (16.359199898720178 48.21723015066684),Schwarzspanierstraße,1197
HALTESTELLEWLOGD.1148,POINT (16.37788989956199 48.21175015056167),Schwedenplatz,1198
HALTESTELLEWLOGD.1149,POINT (16.407439899255838 48.1940301505376),Schlachthausgasse,1199
HALTESTELLEWLOGD.1150,POINT (16.32838989829792 48.197890150247005),Schweglerstraße,1200
HALTESTELLEWLOGD.1151,POINT (16.26562989845525 48.1878901500487),Schweizertalstraße,1201
HALTESTELLEWLOGD.1152,POINT (16.318149898788587 48.238860150394345),Gersthofer Str/Scheibenbergstr,1202
HALTESTELLEWLOGD.1153,POINT (16.36938989942539 48.21238015084875),Schwertgasse,1203
HALTESTELLEWLOGD.1154,POINT (16.42312989858825 48.226330150733766),Schüttauplatz,1204
HALTESTELLEWLOGD.1155,POINT (16.417169898711233 48.23084015015983),Schüttaustraße,1205
HALTESTELLEWLOGD.1156,POINT (16.41135989981931 48.1970801505022),Schüttelstraße,1206
HALTESTELLEWLOGD.1157,POINT (16.469919899671037 48.20858015027703),Schütthäufel,1207
HALTESTELLEWLOGD.1158,POINT (16.31128989904698 48.23094015027527),Schöberweg,1208
HALTESTELLEWLOGD.1159,POINT (16.42085989877151 48.22807015061873),Schödlbergergasse,1209
HALTESTELLEWLOGD.1160,POINT (16.32614989885662 48.23185015080518),Schöffelgasse,1210
HALTESTELLEWLOGD.1161,POINT (16.319689898305654 48.18579015036084),Schönbrunn,1211
HALTESTELLEWLOGD.1162,POINT (16.320719899446864 48.178480150527534),Schwenkgasse,1212
HALTESTELLEWLOGD.1163,POINT (16.431419898798524 48.26924015089406),Schönthalergasse,1213
HALTESTELLEWLOGD.1164,POINT (16.331669899621858 48.16345015058853),Schöpfwerk,1214
HALTESTELLEWLOGD.1165,POINT (16.420629898648578 48.274460150459525),Scottgasse,1215
HALTESTELLEWLOGD.1166,POINT (16.446939898577387 48.26238015022692),Sebaldgasse,1216
HALTESTELLEWLOGD.1167,POINT (16.409589899295323 48.25881015050732),Sebastian-Kohl-Gasse,1217
HALTESTELLEWLOGD.1168,POINT (16.387279899058964 48.20178015017902),Sechskrügelgasse,1218
HALTESTELLEWLOGD.1169,POINT (16.528969900126718 48.21168015075497),Rosalia-Chladek-Gasse,1219
HALTESTELLEWLOGD.1170,POINT (16.26111989862224 48.18221014991158),Seifertstraße,1220
HALTESTELLEWLOGD.1171,POINT (16.520369898852735 48.231120150335535),Seiseneggergasse,1221
HALTESTELLEWLOGD.1172,POINT (16.375969899185602 48.1510601501937),Selma-Lagerlöf-Gasse,1223
HALTESTELLEWLOGD.1173,POINT (16.401019898714562 48.3111001507052),Senderstraße,1224
HALTESTELLEWLOGD.1174,POINT (16.355729899572033 48.22060015025694),Sensengasse,1226
HALTESTELLEWLOGD.1175,POINT (16.26239989928142 48.1930801502898),Seuttergasse,1227
HALTESTELLEWLOGD.1176,POINT (16.288559899593714 48.13614014997547),Seybelgasse,1228
HALTESTELLEWLOGD.1177,POINT (16.405859899009247 48.271510150627),Shuttleworthstraße,1229
HALTESTELLEWLOGD.1178,POINT (16.366599899788344 48.159060150682066),Sibeliusstraße,1230
HALTESTELLEWLOGD.1179,POINT (16.366979899435027 48.25803015089626),Sickenberggasse,1231
HALTESTELLEWLOGD.1180,POINT (16.35460989929666 48.1821901504504),Siebenbrunnenfeldgasse,1232
HALTESTELLEWLOGD.1181,POINT (16.357959899168264 48.18720015087633),Siebenbrunnengasse,1233
HALTESTELLEWLOGD.1182,POINT (16.446559898856147 48.23277015105835),Siebenbürgerstraße,1234
HALTESTELLEWLOGD.1183,POINT (16.310089898548345 48.129650150577795),Siebenhirten,1235
HALTESTELLEWLOGD.1184,POINT (16.297979899194942 48.129460150111406),Siebenhirten Brunner Straße,1236
HALTESTELLEWLOGD.1185,POINT (16.351689898461675 48.20225015071609),Siebensterngasse,1237
HALTESTELLEWLOGD.1186,POINT (16.34561989852699 48.18085015069811),Siebertgasse,1238
HALTESTELLEWLOGD.1187,POINT (16.361409899795106 48.14576015063754),Siedlung Blumental,1239
HALTESTELLEWLOGD.1188,POINT (16.248779898725576 48.218410149983704),Karl-Bekehrty-Straße,1240
HALTESTELLEWLOGD.1189,POINT (16.440859899224186 48.222010150562674),Siedlung Einigkeit,1241
HALTESTELLEWLOGD.1190,POINT (16.279599898707634 48.22714015070136),Siedlung Heuberg,1242
HALTESTELLEWLOGD.1191,POINT (16.261729898272737 48.2180201499865),Siedlung Kordon,1243
HALTESTELLEWLOGD.1192,POINT (16.4408498992691 48.219470150395814),Siedlung Sonnheim,1244
HALTESTELLEWLOGD.1193,POINT (16.394689898849126 48.156380150111666),Siedlung Südost,1245
HALTESTELLEWLOGD.1194,POINT (16.281209898742414 48.25062015008933),Promenadeweg,1246
HALTESTELLEWLOGD.1195,POINT (16.485569899265236 48.21760015082612),Siegesplatz,1247
HALTESTELLEWLOGD.1196,POINT (16.420909898828043 48.27090015021246),Siemensstraße,1248
HALTESTELLEWLOGD.1197,POINT (16.32118989951604 48.18057015026968),Schwenkgasse/Tivoligasse,1249
HALTESTELLEWLOGD.1198,POINT (16.317009898851765 48.25425015072156),Sievering,1250
HALTESTELLEWLOGD.1199,POINT (16.301199898807734 48.26395015048308),Jägerhaus,1251
HALTESTELLEWLOGD.1200,POINT (16.342909898458764 48.245770150467735),Sieveringer Straße,1252
HALTESTELLEWLOGD.1201,POINT (16.34852989867431 48.242820150825),Silbergasse,1253
HALTESTELLEWLOGD.1202,POINT (16.464519898670886 48.26931015093672),Percostraße/Wagramer Straße,1254
HALTESTELLEWLOGD.1203,POINT (16.276309898388433 48.15955015047972),Sillerplatz,1255
HALTESTELLEWLOGD.1204,POINT (16.320649898955367 48.24943015057773),Sieveringer Friedhof,1256
HALTESTELLEWLOGD.1205,POINT (16.407239898686015 48.1671901501375),Grillgasse,1257
HALTESTELLEWLOGD.1206,POINT (16.498919899726108 48.23925015055952),Schukowitzgasse,1258
HALTESTELLEWLOGD.1207,POINT (16.440589898820598 48.177450150142086),Simmeringer Haide,1259
HALTESTELLEWLOGD.1208,POINT (16.419929899861046 48.170350150939406),Simmering,1260
HALTESTELLEWLOGD.1209,POINT (16.227889898346298 48.21652015074501),Schöffelplatz,1261
HALTESTELLEWLOGD.1210,POINT (16.412019899728822 48.174520150845524),Polkorabplatz,1263
HALTESTELLEWLOGD.1211,POINT (16.420669899338733 48.17918015090252),Simoningplatz,1264
HALTESTELLEWLOGD.1212,POINT (16.370639899144415 48.153460150729934),Sindinggasse,1265
HALTESTELLEWLOGD.1213,POINT (16.247709898603592 48.20754015072715),Siriusweg,1266
HALTESTELLEWLOGD.1214,POINT (16.349099898832787 48.215080150932366),Skodagasse,1267
HALTESTELLEWLOGD.1215,POINT (16.41390989855059 48.27412015070223),Skraupstraße,1268
HALTESTELLEWLOGD.1216,POINT (16.330199899185477 48.14421015002995),Sobotagasse,1269
HALTESTELLEWLOGD.1217,POINT (16.19861989779791 48.231240149898234),Mauerbachstr/Sofienalpenstraße,1271
HALTESTELLEWLOGD.1218,POINT (16.331629899247705 48.22617015057307),Sommarugagasse,1272
HALTESTELLEWLOGD.1219,POINT (16.254759898907672 48.13020015018653),Sonnbergstraße,1274
HALTESTELLEWLOGD.1220,POINT (16.34395989879857 48.190800150560946),Sonnenuhrgasse,1275
HALTESTELLEWLOGD.1221,POINT (16.3191598988259 48.16777015052569),Sonnergasse,1276
HALTESTELLEWLOGD.1222,POINT (16.432199899346006 48.26603015050354),Sorgenthalgasse,1277
HALTESTELLEWLOGD.1223,POINT (16.465149898999883 48.21967015050921),Donauspital,1278
HALTESTELLEWLOGD.1224,POINT (16.48305989948642 48.25149015097915),Breitenleer Str/Spargelfeldstr,1279
HALTESTELLEWLOGD.1225,POINT (16.48447989929224 48.25392015095913),Spargelfeldstraße/AGES,1280
HALTESTELLEWLOGD.1226,POINT (16.53629989883145 48.25863015117145),Speierlinggasse,1282
HALTESTELLEWLOGD.1227,POINT (16.284639898465176 48.17338015002782),Preyergasse/Speising,1283
HALTESTELLEWLOGD.1228,POINT (16.293469898930976 48.165280150607934),Siedlung Rosenhügel,1284
HALTESTELLEWLOGD.1229,POINT (16.269299898902066 48.15055015018569),Speisinger Straße,1285
HALTESTELLEWLOGD.1230,POINT (16.35752989898625 48.18478015043006),Spengergasse,1286
HALTESTELLEWLOGD.1231,POINT (16.350379899076618 48.17035015012449),Spinnerin am Kreuz,1287
HALTESTELLEWLOGD.1232,POINT (16.353249899009523 48.222280150308954),Spitalgasse/Währinger Straße,1288
HALTESTELLEWLOGD.1233,POINT (16.45604989914571 48.264770150715236),Spitzweg,1290
HALTESTELLEWLOGD.1234,POINT (16.44722989953371 48.22750015094157),Schreinerweg,1291
HALTESTELLEWLOGD.1235,POINT (16.451249899510064 48.22747015108912),Smolagasse,1292
HALTESTELLEWLOGD.1236,POINT (16.416469899206326 48.20439015071003),Stadionbad,1296
HALTESTELLEWLOGD.1237,POINT (16.44905989919421 48.219940150689034),Stadlau,1299
HALTESTELLEWLOGD.1238,POINT (16.441239898784378 48.19958015083602),Praterkai,1301
HALTESTELLEWLOGD.1239,POINT (16.36788989886656 48.278680150970445),Segelzentrum Nord,1302
HALTESTELLEWLOGD.1240,POINT (16.28578989945554 48.181580149944075),Stadlergasse,1304
HALTESTELLEWLOGD.1241,POINT (16.37883989869975 48.20253015027762),Stadtpark,1305
HALTESTELLEWLOGD.1242,POINT (16.33476989930982 48.19387015059373),Staglgasse,1306
HALTESTELLEWLOGD.1243,POINT (16.48766989879072 48.28282015078317),Stallarngasse,1307
HALTESTELLEWLOGD.1244,POINT (16.420349898580405 48.297870150751855),Stammersdorf,1308
HALTESTELLEWLOGD.1245,POINT (16.436529898564306 48.29628015072446),Stammersdorf Zentralfriedhof,1309
HALTESTELLEWLOGD.1246,POINT (16.4108798992161 48.301880150854444),Stammersdorfer Straße/Pfarrhof,1310
HALTESTELLEWLOGD.1247,POINT (16.239699898193685 48.21121015032488),Stammhausstraße,1311
HALTESTELLEWLOGD.1248,POINT (16.354279898742128 48.167970150159874),Stefan-Fadinger-Platz,1312
HALTESTELLEWLOGD.1249,POINT (16.438969898743572 48.24540015035466),Steigenteschgasse,1313
HALTESTELLEWLOGD.1250,POINT (16.40267989899716 48.283580150257364),Steinamangergasse,1314
HALTESTELLEWLOGD.1251,POINT (16.438639899539048 48.233770150437934),Steinbrechergasse,1316
HALTESTELLEWLOGD.1252,POINT (16.309029899282173 48.20509015024793),Kendlerstraße,1317
HALTESTELLEWLOGD.1253,POINT (16.29635989903476 48.2116501508405),Steinlegasse,1318
HALTESTELLEWLOGD.1254,POINT (16.320529899632582 48.15198015028124),Steinsee,1319
HALTESTELLEWLOGD.1255,POINT (16.371659898827755 48.20807015068401),Stephansplatz,1320
HALTESTELLEWLOGD.1256,POINT (16.342979898850345 48.14859015058071),Sterngasse,1322
HALTESTELLEWLOGD.1257,POINT (16.349909899467956 48.22919015067225),Sternwartestraße,1323
HALTESTELLEWLOGD.1258,POINT (16.33324989871422 48.188080150468934),Stiegergasse,1324
HALTESTELLEWLOGD.1259,POINT (16.354599898870525 48.20239015025914),Stiftgasse,1325
HALTESTELLEWLOGD.1260,POINT (16.26085989935924 48.18035015060646),Stock im Weg,1326
HALTESTELLEWLOGD.1261,POINT (16.382389899482487 48.14983015089612),Stockholmer Platz,1327
HALTESTELLEWLOGD.1262,POINT (16.34112989832869 48.19872015041811),Stollgasse,1328
HALTESTELLEWLOGD.1263,POINT (16.417999898850372 48.24140015082602),Strandbad Alte Donau,1329
HALTESTELLEWLOGD.1264,POINT (16.456359899077352 48.21450015085585),Strandbad Stadlau,1330
HALTESTELLEWLOGD.1265,POINT (16.29714989866048 48.17203015071299),Stranzenberggasse,1332
HALTESTELLEWLOGD.1266,POINT (16.3811298991619 48.28601015050585),Strebersdorf,1333
HALTESTELLEWLOGD.1267,POINT (16.469559899652083 48.1527001501883),Sängergasse,1334
HALTESTELLEWLOGD.1268,POINT (16.389019898830007 48.29577015093298),Strebersdorfer Platz,1335
HALTESTELLEWLOGD.1269,POINT (16.314489898725583 48.24657015056773),Strehlgasse,1336
HALTESTELLEWLOGD.1270,POINT (16.458439898834833 48.219850150291215),Stadlauer Friedhof,1337
HALTESTELLEWLOGD.1271,POINT (16.376229898525878 48.28412015083667),Strohbogasse,1338
HALTESTELLEWLOGD.1272,POINT (16.34934989878342 48.20644015014807),Strozzigasse,1340
HALTESTELLEWLOGD.1273,POINT (16.37484989888402 48.144740150871094),Sulzengasse,1342
HALTESTELLEWLOGD.1274,POINT (16.32000989850773 48.27736015035066),Sulzwiese,1343
HALTESTELLEWLOGD.1275,POINT (16.410619899926097 48.16590015038644),Swatoschgasse,1344
HALTESTELLEWLOGD.1276,POINT (16.381179899201857 48.187550150392156),Südbahnhof,1346
HALTESTELLEWLOGD.1277,POINT (16.38274989917974 48.18617015090395),Südbahnhof/Ostbahn,1347
HALTESTELLEWLOGD.1278,POINT (16.364089899829125 48.14145015074683),Südrandstraße,1348
HALTESTELLEWLOGD.1279,POINT (16.37373989938252 48.18615015087215),Südtiroler Platz,1349
HALTESTELLEWLOGD.1280,POINT (16.303279898457514 48.161860150783326),Südwestfriedhof 1.Tor,1352
HALTESTELLEWLOGD.1281,POINT (16.3024798986526 48.161000150571624),Südwestfriedhof 2.Tor,1353
HALTESTELLEWLOGD.1282,POINT (16.2992098993243 48.16139014992629),Südwestfriedhof 3.Tor,1354
HALTESTELLEWLOGD.1283,POINT (16.299529898958546 48.16135015027588),Südwestfriedhof 7.Tor,1355
HALTESTELLEWLOGD.1284,POINT (16.30139989905273 48.16113015022733),Südwestfriedhof 8.Tor,1356
HALTESTELLEWLOGD.1285,POINT (16.48420989877195 48.28521015074117),Süßenbrunn,1357
HALTESTELLEWLOGD.1286,POINT (16.49558989965445 48.277290150435036),Süßenbrunner Platz,1359
HALTESTELLEWLOGD.1287,POINT (16.46225989894215 48.23598015040178),Süßenbrunner Straße,1360
HALTESTELLEWLOGD.1288,POINT (16.284299899075652 48.150020149969265),Taglieberstraße,1361
HALTESTELLEWLOGD.1289,POINT (16.30961989906137 48.13211015013346),Talpagasse,1362
HALTESTELLEWLOGD.1290,POINT (16.46489989970354 48.21658015100407),Tamariskengasse,1364
HALTESTELLEWLOGD.1291,POINT (16.377589898356284 48.21690015096473),Tandelmarktgasse,1365
HALTESTELLEWLOGD.1292,POINT (16.37027989899363 48.193880150853204),Taubstummengasse,1366
HALTESTELLEWLOGD.1293,POINT (16.326549898863714 48.21419015082935),Teichgasse,1367
HALTESTELLEWLOGD.1294,POINT (16.53836990000881 48.23345015088399),Teiläckergasse,1368
HALTESTELLEWLOGD.1295,POINT (16.36455989929326 48.211830150903104),Teinfaltstraße,1369
HALTESTELLEWLOGD.1296,POINT (16.352499899469624 48.14062015016442),Tenschertstraße,1370
HALTESTELLEWLOGD.1297,POINT (16.35063989881066 48.155370150759936),Tesarekplatz,1371
HALTESTELLEWLOGD.1298,POINT (16.33843989871823 48.2085601501839),Thaliastraße,1372
HALTESTELLEWLOGD.1299,POINT (16.32868989936094 48.17708015056081),Tanbruckgasse,1373
HALTESTELLEWLOGD.1300,POINT (16.32519989893568 48.21059015047114),Thaliastraße/Feßtgasse,1374
HALTESTELLEWLOGD.1301,POINT (16.350519899156915 48.20959015037059),Theater in der Josefstadt,1375
HALTESTELLEWLOGD.1302,POINT (16.322999898567193 48.17491015057357),Theergasse,1376
HALTESTELLEWLOGD.1303,POINT (16.392319899002135 48.15929015094509),Theodor-Sickel-Gasse,1377
HALTESTELLEWLOGD.1304,POINT (16.525919899703048 48.249730150397575),Agrarweg,1378
HALTESTELLEWLOGD.1305,POINT (16.442859898579496 48.254020150985106),Thonetgasse,1379
HALTESTELLEWLOGD.1306,POINT (16.53441989965061 48.253810150980996),Thujagasse,1380
HALTESTELLEWLOGD.1307,POINT (16.427689898724473 48.296690150287176),Tilakstraße,1381
HALTESTELLEWLOGD.1308,POINT (16.27527989907063 48.203260150706676),Tinterstraße,1382
HALTESTELLEWLOGD.1309,POINT (16.311079899490284 48.17065015049702),Edelsinnstraße,1383
HALTESTELLEWLOGD.1310,POINT (16.277859898990755 48.18102015054009),Tolstojgasse,1384
HALTESTELLEWLOGD.1311,POINT (16.384249898722356 48.23399015056794),Traisengasse,1385
HALTESTELLEWLOGD.1312,POINT (16.461009899692563 48.262500150817495),Tillmanngasse,1386
HALTESTELLEWLOGD.1313,POINT (16.36189989977367 48.14414015077125),Trappweg,1387
HALTESTELLEWLOGD.1314,POINT (16.340729899143412 48.144020150141635),Traviatagasse,1388
HALTESTELLEWLOGD.1315,POINT (16.33254989953435 48.14587015056813),Triester Straße/Rossakgasse,1389
HALTESTELLEWLOGD.1316,POINT (16.33522989885268 48.14919014999787),Triester Straße/Sterngasse,1390
HALTESTELLEWLOGD.1317,POINT (16.37996989965496 48.16994015053128),Favoritenstraße/Troststraße,1391
HALTESTELLEWLOGD.1318,POINT (16.353709899267862 48.17278015031464),Knöllgasse/Troststraße,1392
HALTESTELLEWLOGD.1319,POINT (16.364349899140496 48.16998015031933),Troststraße/Neilreichgasse,1393
HALTESTELLEWLOGD.1320,POINT (16.327629899049374 48.16540015065692),Tscherttegasse,1394
HALTESTELLEWLOGD.1321,POINT (16.29162989921057 48.15407015043323),Tullnertalgasse,1395
HALTESTELLEWLOGD.1322,POINT (16.30533989810051 48.23302015066561),Twarochgasse,1396
HALTESTELLEWLOGD.1323,POINT (16.32723989836519 48.23494015047041),Türkenschanzplatz,1397
HALTESTELLEWLOGD.1324,POINT (16.421359899573048 48.26163015103494),Töllergasse,1398
HALTESTELLEWLOGD.1325,POINT (16.467539899720617 48.205790150331204),Ulanenweg,1399
HALTESTELLEWLOGD.1326,POINT (16.24897989920835 48.21657015044271),Ulmenstraße,1400
HALTESTELLEWLOGD.1327,POINT (16.515489899031753 48.2061901508248),Ultzmanngasse,1401
HALTESTELLEWLOGD.1328,POINT (16.2345098978951 48.20201015035286),Auhof Umspannwerk,1402
HALTESTELLEWLOGD.1329,POINT (16.3447398986084 48.17376015010532),Unfallkrankenhaus Meidling,1403
HALTESTELLEWLOGD.1330,POINT (16.287019898252595 48.19097015011942),Unter Sankt Veit,1404
HALTESTELLEWLOGD.1331,POINT (16.42731989972941 48.17282015099068),Unter der Kirche,1406
HALTESTELLEWLOGD.1332,POINT (16.38002989942866 48.197170150534554),Unteres Belvedere,1407
HALTESTELLEWLOGD.1333,POINT (16.490639899122414 48.25592015072413),Unterfeldweg,1408
HALTESTELLEWLOGD.1334,POINT (16.41471989969854 48.13287015026866),Unterlaa,1409
HALTESTELLEWLOGD.1335,POINT (16.427089899949962 48.13107015047021),Unterlaa Stadtgrenze,1410
HALTESTELLEWLOGD.1336,POINT (16.41195989975253 48.13592015085804),Unterlaaer Straße,1411
HALTESTELLEWLOGD.1337,POINT (16.25160989873219 48.20744015032492),Uranusweg,1412
HALTESTELLEWLOGD.1338,POINT (16.337569898491015 48.20118015018238),Urban-Loritz-Platz,1413
HALTESTELLEWLOGD.1339,POINT (16.390409899864284 48.164990150571796),Urselbrunnengasse,1414
HALTESTELLEWLOGD.1340,POINT (16.264679898644403 48.15618014995366),Ursulinenkloster,1415
HALTESTELLEWLOGD.1341,POINT (16.24839989858324 48.203670150641315),Utendorfgasse,1416
HALTESTELLEWLOGD.1342,POINT (16.264639899396947 48.1519101501212),Valentingasse,1417
HALTESTELLEWLOGD.1343,POINT (16.469099899924615 48.15737015051835),Valiergasse,1418
HALTESTELLEWLOGD.1344,POINT (16.418099898561373 48.29318015035524),Van-Swieten-Kaserne,1419
HALTESTELLEWLOGD.1345,POINT (16.276249899254015 48.17951014990758),Veitingergasse,1420
HALTESTELLEWLOGD.1346,POINT (16.396809899052094 48.217960150560295),Venediger Au,1421
HALTESTELLEWLOGD.1347,POINT (16.28222989838809 48.187370150699046),Verbindungsbahn,1422
HALTESTELLEWLOGD.1348,POINT (16.283349898319567 48.230100150039256),Verein Trenkwald,1423
HALTESTELLEWLOGD.1349,POINT (16.276019898777236 48.172910150669516),Versorgungsheimplatz,1424
HALTESTELLEWLOGD.1350,POINT (16.399199899084866 48.18829015014924),Sankt Marx,1425
HALTESTELLEWLOGD.1351,POINT (16.334429898989264 48.22500015056525),Vinzenzgasse,1426
HALTESTELLEWLOGD.1352,POINT (16.393069899076043 48.21424015074945),Vivariumstraße,1427
HALTESTELLEWLOGD.1353,POINT (16.332559899119026 48.20421015084216),Vogelweidplatz/Stadthalle,1428
HALTESTELLEWLOGD.1354,POINT (16.373929898139675 48.2835401508646),Vohburggasse,1429
HALTESTELLEWLOGD.1355,POINT (16.35806989841933 48.2051801504779),Volkstheater,1430
HALTESTELLEWLOGD.1356,POINT (16.209639899012203 48.22416015023696),Kasgraben/Grüner Jäger,1432
HALTESTELLEWLOGD.1357,POINT (16.401889898867893 48.22409015060158),Vorgartenstraße,1433
HALTESTELLEWLOGD.1358,POINT (16.45796989933554 48.231710150753244),Stadlauer Straße/Ostbahn,1435
HALTESTELLEWLOGD.1359,POINT (16.327619898698444 48.265700150501274),Wagenwiese,1436
HALTESTELLEWLOGD.1360,POINT (16.363379899565032 48.14349015084649),Wagner-Schönkirch-Gasse,1437
HALTESTELLEWLOGD.1361,POINT (16.28070989860565 48.19761015061256),Waidhausenstraße,1438
HALTESTELLEWLOGD.1362,POINT (16.293999898328384 48.207300150236094),Waidäckergasse,1439
HALTESTELLEWLOGD.1363,POINT (16.40140989856317 48.22602015040602),Walcherstraße,1440
HALTESTELLEWLOGD.1364,POINT (16.380809899824964 48.17301015015965),Waldgasse,1441
HALTESTELLEWLOGD.1365,POINT (16.223609898546137 48.12502014994772),Rodaun Waldmühle,1442
HALTESTELLEWLOGD.1366,POINT (16.371039899269057 48.22991015086391),Wallensteinplatz,1443
HALTESTELLEWLOGD.1367,POINT (16.368349898752165 48.228630150719376),Klosterneub Str/Wallensteinstr,1444
HALTESTELLEWLOGD.1368,POINT (16.29046989838027 48.22515015006556),Wallishaussergasse,1445
HALTESTELLEWLOGD.1369,POINT (16.326999898697387 48.23204015027074),Wallrißstraße,1446
HALTESTELLEWLOGD.1370,POINT (16.4084298996439 48.2444701505393),Warhanekgasse,1447
HALTESTELLEWLOGD.1371,POINT (16.377269898527874 48.22960015037508),Wasnergasse,1449
HALTESTELLEWLOGD.1372,POINT (16.39294989863492 48.20051015083847),Hintzerstraße,1450
HALTESTELLEWLOGD.1373,POINT (16.448439899500258 48.268370150488764),Wassermanngasse,1451
HALTESTELLEWLOGD.1374,POINT (16.291429899082825 48.17090015053219),Wattmanngasse,1453
HALTESTELLEWLOGD.1375,POINT (16.43807989858945 48.21319015093092),Wehr 1-Wasserskilift,1454
HALTESTELLEWLOGD.1376,POINT (16.5312798989765 48.224830150742655),Wehrbrücklstraße,1455
HALTESTELLEWLOGD.1377,POINT (16.38585989904065 48.14186015009331),Weidelstraße,1456
HALTESTELLEWLOGD.1378,POINT (16.211899898107543 48.21048015007325),Weidlingau Bahnhof,1458
HALTESTELLEWLOGD.1379,POINT (16.32170989899065 48.18706015033087),Weiglgasse,1459
HALTESTELLEWLOGD.1380,POINT (16.377699899390638 48.20446015050875),Weihburggasse,1460
HALTESTELLEWLOGD.1381,POINT (16.3320998983557 48.22997015090322),Weinhauser Gasse,1461
HALTESTELLEWLOGD.1382,POINT (16.348179898805817 48.230180150347614),Weitlofgasse,1462
HALTESTELLEWLOGD.1383,POINT (16.4286498991992 48.1621301509775),Weißenböckstraße,1463
HALTESTELLEWLOGD.1384,POINT (16.31421989934968 48.17495015064523),Weißenthurngasse,1464
HALTESTELLEWLOGD.1385,POINT (16.391829899163245 48.14800015086515),Wendstattgasse,1465
HALTESTELLEWLOGD.1386,POINT (16.293489899433734 48.186950150024835),Wenzgasse,1466
HALTESTELLEWLOGD.1387,POINT (16.30190989826053 48.234750150492125),Schafberg/Werfelstraße,1467
HALTESTELLEWLOGD.1388,POINT (16.33826989860986 48.19658015015107),Westbahnhof,1468
HALTESTELLEWLOGD.1389,POINT (16.34242989958605 48.18284015036032),Wolfganggasse/Steinbauergasse,1469
HALTESTELLEWLOGD.1390,POINT (16.365869899466365 48.23596015086974),Wexstraße,1470
HALTESTELLEWLOGD.1391,POINT (16.38858989951463 48.20430015045561),Weyrgasse,1471
HALTESTELLEWLOGD.1392,POINT (16.451489899278997 48.15583015101293),Widholzgasse,1472
HALTESTELLEWLOGD.1393,POINT (16.451149899908387 48.22140015048424),Wiedgasse,1473
HALTESTELLEWLOGD.1394,POINT (16.380269898826434 48.17658015018427),Wielandplatz,1474
HALTESTELLEWLOGD.1395,POINT (16.271129898616007 48.17741015045213),Wlassakstraße,1475
HALTESTELLEWLOGD.1396,POINT (16.327299898702535 48.17228015006918),Wienerbergbrücke,1477
HALTESTELLEWLOGD.1397,POINT (16.364559899471647 48.154520150874035),Wienerfeld,1479
HALTESTELLEWLOGD.1398,POINT (16.360149898749142 48.158120150219325),Wienerfeldgasse,1480
HALTESTELLEWLOGD.1399,POINT (16.23597989891491 48.20485015048405),Wolf in der Au,1482
HALTESTELLEWLOGD.1400,POINT (16.222159898356434 48.207270150674354),Albert-Schweitzer-Gasse,1483
HALTESTELLEWLOGD.1401,POINT (16.52374990018317 48.20827015114016),Wiethestraße,1484
HALTESTELLEWLOGD.1402,POINT (16.410049898935455 48.24444015083681),Wildbadgasse,1485
HALTESTELLEWLOGD.1403,POINT (16.396109899606795 48.18638015027042),Wildgansplatz,1486
HALTESTELLEWLOGD.1404,POINT (16.454299899758475 48.17713015100291),Wildpretstraße,1487
HALTESTELLEWLOGD.1405,POINT (16.427039899000054 48.16058015068033),Wilhelm-Kreß-Platz,1488
HALTESTELLEWLOGD.1406,POINT (16.305679899231055 48.21090015079069),Rankgasse,1489
HALTESTELLEWLOGD.1407,POINT (16.319469898284126 48.216210150164706),Wilhelminenstraße/Wattgasse,1490
HALTESTELLEWLOGD.1408,POINT (16.3337798994749 48.15144015061408),Willendorfer Gasse,1491
HALTESTELLEWLOGD.1409,POINT (16.257109899259778 48.13356014999965),Willergasse/Ketzergasse,1492
HALTESTELLEWLOGD.1410,POINT (16.32064989927277 48.1901601506013),Winckelmannstraße,1493
HALTESTELLEWLOGD.1411,POINT (16.351579899234086 48.17045015059268),Windtenstraße,1494
HALTESTELLEWLOGD.1412,POINT (16.389929898203324 48.27324015074412),Winkeläckerstraße,1495
HALTESTELLEWLOGD.1413,POINT (16.398999899402305 48.20614015011229),Wittelsbachstraße,1497
HALTESTELLEWLOGD.1414,POINT (16.266109899323244 48.158770149998126),Wittgensteinstraße,1498
HALTESTELLEWLOGD.1415,POINT (16.317079899076397 48.15113015004566),Alterlaa,1499
HALTESTELLEWLOGD.1416,POINT (16.457499899351195 48.2175401507599),Wohnpark Lobau,1500
HALTESTELLEWLOGD.1417,POINT (16.251919898152924 48.2039601507091),Wolfersberggasse,1501
HALTESTELLEWLOGD.1418,POINT (16.537189900084822 48.23041015034627),Wolfgang-Mühlwanger-Straße,1502
HALTESTELLEWLOGD.1419,POINT (16.34624989876272 48.17894015064865),Wolfganggasse,1503
HALTESTELLEWLOGD.1420,POINT (16.268429898093423 48.18786014991244),Wolfrathplatz,1504
HALTESTELLEWLOGD.1421,POINT (16.27374989865888 48.176010150239925),"Lainz, Wolkersbergenstraße",1505
HALTESTELLEWLOGD.1422,POINT (16.37000989848993 48.27704015041515),Wolsteingasse,1506
HALTESTELLEWLOGD.1423,POINT (16.47900989993857 48.21264015082365),Wulzendorfstraße,1507
